Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Rarely,1162,Sales,15,3,Medical,1,504,3,Male,99,1,4,Manager,3.0,Married,16592.0,14938,1,Y,Yes,21,3,2,80,2,25,5,3,1,13,14,12
40,No,Travel_Rarely,511,Human Resources,11,4,Medical,1,505,3,Female,76,3,5,Healthcare Representative,4.0,Divorced,5715.0,19922,3,Y,No,20,4,2,80,2,33,0,3,38,8,11,3
49,No,Travel_Frequently,228,Human Resources,14,2,Medical,1,506,4,Male,43,4,2,Manager,3.0,Divorced,14672.0,14322,0,Y,No,22,3,3,80,1,8,1,4,27,15,5,15
54,No,Travel_Rarely,1293,Research & Development,6,1,Other,1,507,3,Female,36,4,1,Laboratory Technician,4.0,Married,16853.0,21880,0,Y,Yes,16,3,2,80,3,9,6,3,33,1,9,6
29,Yes,Travel_Frequently,693,Sales,12,1,Medical,1,508,4,Male,60,3,5,Human Resources,4.0,Divorced,10421.0,23030,3,Y,No,13,3,1,80,2,0,0,1,32,13,3,0
30,No,Travel_Rarely,395,Research & Development,13,5,Medical,1,509,3,Female,80,3,5,Healthcare Representative,3.0,Divorced,19549.0,19999,3,Y,Yes,21,3,4,80,0,7,0,4,7,3,13,15
40,No,Travel_Frequently,1468,Research & Development,17,3,Marketing,1,510,3,Male,58,1,1,Research Scientist,4.0,Divorced,6988.0,5192,6,Y,Yes,18,3,4,80,0,9,3,3,7,2,8,1
42,No,Travel_Frequently,1121,Research & Development,16,4,Medical,1,511,2,Male,44,2,1,Sales Representative,2.0,Married,8952.0,26598,7,Y,No,18,3,3,80,3,24,3,4,21,2,14,0
52,No,Travel_Frequently,411,Research & Development,3,2,Life Sciences,1,512,2,Female,54,4,3,Laboratory Technician,3.0,Married,9920.0,25833,7,Y,No,13,3,1,80,3,30,2,4,26,10,1,13
58,Yes,Travel_Rarely,763,Research & Development,2,1,Life Sciences,1,513,2,Male,90,3,4,Sales Executive,4.0,Single,8495.0,20665,7,Y,No,22,3,4,80,0,38,2,1,27,4,13,4
47,No,Travel_Rarely,629,Sales,11,5,Life Sciences,1,514,2,Male,70,3,5,Laboratory Technician,3.0,Single,2114.0,21046,8,Y,Yes,19,3,4,80,2,2,3,1,10,15,10,14
34,Yes,Non-Travel,641,Research & Development,29,3,Life Sciences,1,515,1,Female,98,3,3,Human Resources,4.0,Married,4778.0,13079,0,Y,Yes,20,3,2,80,1,38,3,2,26,18,11,9
37,No,Travel_Rarely,520,Research & Development,9,3,Medical,1,516,2,Male,33,4,3,Healthcare Representative,4.0,Single,3488.0,10377,8,Y,No,23,3,2,80,2,37,6,1,0,8,14,1
42,No,Travel_Rarely,545,Research & Development,3,2,Marketing,1,517,1,Male,86,1,5,Sales Representative,2.0,Married,11121.0,23425,9,Y,No,15,3,2,80,3,34,0,2,38,10,11,10
39,No,Travel_Rarely,786,Research & Development,29,1,Life Sciences,1,518,2,Male,60,2,5,Laboratory Technician,2.0,Married,12280.0,15649,7,Y,Yes,20,3,3,80,3,7,2,1,27,11,3,15
30,No,Travel_Rarely,941,Sales,18,2,Other,1,519,3,Male,32,4,2,Manufacturing Director,2.0,Divorced,5740.0,7034,0,Y,No,19,3,2,80,1,0,3,1,26,7,0,3
36,Yes,Travel_Rarely,337,Research & Development,20,2,Marketing,1,520,4,Male,96,1,4,Sales Executive,4.0,Divorced,12370.0,6856,6,Y,Yes,17,3,1,80,2,4,1,2,7,13,6,9
53,No,Travel_Rarely,315,Research & Development,15,5,Medical,1,521,3,Female,79,4,5,Laboratory Technician,2.0,Married,17096.0,3847,8,Y,No,20,3,3,80,1,26,1,2,23,16,13,11
29,No,Travel_Frequently,186,Research & Development,14,3,Other,1,522,3,Female,46,4,1,Sales Representative,3.0,Married,4181.0,7148,3,Y,Yes,13,3,4,80,2,25,2,2,39,14,3,1
58,No,Travel_Rarely,895,Research & Development,2,4,Medical,1,523,1,Male,89,3,2,Manufacturing Director,4.0,Married,15050.0,15370,8,Y,No,16,3,4,80,2,25,1,4,35,14,4,1
36,No,Non-Travel,186,Research & Development,17,3,Other,1,524,2,Male,95,1,4,Research Scientist,3.0,Single,8077.0,23370,0,Y,Yes,20,3,1,80,0,10,5,2,23,11,14,8
29,No,Travel_Rarely,166,Research & Development,22,3,Life Sciences,1,525,4,Female,53,3,1,Healthcare Representative,2.0,Single,7566.0,7875,8,Y,No,12,3,1,80,2,33,0,4,21,8,11,11
26,Yes,Travel_Rarely,764,Sales,26,5,Life Sciences,1,526,4,Female,61,3,1,Healthcare Representative,4.0,Divorced,4339.0,18565,5,Y,No,16,3,4,80,3,40,2,4,9,11,0,1
24,Yes,Travel_Rarely,728,Research & Development,8,4,Life Sciences,1,527,2,Male,48,1,4,Research Scientist,3.0,Single,7031.0,20119,3,Y,No,22,3,1,80,3,1,5,2,3,18,1,17
45,Yes,Travel_Rarely,165,Research & Development,10,1,Life Sciences,1,528,1,Female,95,3,2,Manager,1.0,Divorced,13652.0,5056,4,Y,No,15,3,1,80,3,20,3,2,7,11,11,15
31,No,Non-Travel,1468,Research & Development,26,4,Technical Degree,1,529,1,Female,89,3,1,Manufacturing Director,3.0,Divorced,3067.0,7507,6,Y,No,23,3,1,80,0,25,6,2,38,10,3,14
48,No,Travel_Rarely,1040,Research & Development,18,1,Medical,1,530,1,Male,95,2,3,Sales Executive,4.0,Married,19263.0,9514,9,Y,Yes,13,3,2,80,1,11,6,1,14,5,1,15
36,No,Travel_Rarely,1020,Human Resources,25,4,Other,1,531,4,Male,44,1,4,Laboratory Technician,1.0,Divorced,4630.0,10836,3,Y,No,24,3,4,80,3,8,5,1,7,7,13,5
33,No,Travel_Rarely,1477,Sales,29,2,Other,1,532,1,Male,64,1,4,Human Resources,2.0,Married,10346.0,12732,7,Y,No,17,4,1,80,3,40,1,2,28,10,13,14
22,No,Travel_Rarely,1283,Sales,19,4,Life Sciences,1,533,1,Female,98,3,5,Sales Representative,2.0,Divorced,5000.0,9004,2,Y,No,21,3,1,80,1,22,0,3,38,2,15,11
52,No,Travel_Rarely,592,Research & Development,8,5,Medical,1,534,4,Female,56,3,2,Manager,3.0,Divorced,12574.0,23651,1,Y,Yes,14,3,2,80,0,4,3,2,34,15,12,11
29,No,Travel_Rarely,1350,Sales,28,1,Medical,1,535,4,Female,36,1,3,Sales Executive,2.0,Single,9512.0,12576,0,Y,No,21,3,4,80,2,8,4,3,40,5,0,9
42,No,Travel_Rarely,414,Human Resources,8,3,Life Sciences,1,536,3,Male,35,1,3,Human Resources,3.0,Married,18167.0,23707,5,Y,No,24,3,3,80,1,9,0,1,13,8,9,14
38,No,Travel_Frequently,716,Sales,3,5,Life Sciences,1,537,4,Female,62,4,5,Human Resources,3.0,Married,16346.0,14123,1,Y,Yes,16,4,4,80,2,9,1,1,31,8,0,3
53,No,Travel_Rarely,1020,Research & Development,3,1,Medical,1,538,2,Female,87,1,1,Sales Executive,3.0,Single,12121.0,10909,7,Y,No,19,3,4,80,2,13,0,3,6,5,5,9
40,No,Travel_Rarely,914,Research & Development,12,1,Medical,1,539,4,Female,78,4,1,Manager,3.0,Divorced,14770.0,5851,9,Y,No,22,3,4,80,2,35,6,1,32,4,1,13
33,No,Travel_Rarely,1041,Sales,22,3,Life Sciences,1,540,4,Male,46,3,3,Sales Representative,4.0,Married,11032.0,6890,3,Y,Yes,24,3,2,80,1,9,4,2,34,0,2,9
56,No,Travel_Frequently,1213,Research & Development,17,2,Medical,1,541,1,Female,71,2,2,Research Scientist,4.0,Married,9894.0,5386,8,Y,No,16,3,4,80,1,36,4,3,26,2,4,16
59,No,Travel_Rarely,1428,Sales,4,5,Other,1,542,3,Male,69,2,1,Research Director,1.0,Single,2385.0,5926,3,Y,No,14,3,3,80,2,40,0,3,0,2,15,10
56,No,Travel_Rarely,781,Research & Development,17,3,Life Sciences,1,543,1,Female,75,4,4,Research Director,1.0,Married,6948.0,4705,3,Y,Yes,20,4,1,80,0,37,6,4,5,11,2,17
31,No,Travel_Rarely,536,Sales,14,3,Life Sciences,1,544,3,Female,99,3,5,Manager,2.0,Divorced,10190.0,10447,7,Y,No,12,3,4,80,0,21,3,1,1,3,5,1
48,No,Non-Travel,783,Human Resources,19,2,Other,1,545,1,Male,97,3,2,Human Resources,4.0,Married,3855.0,12368,7,Y,No,19,3,2,80,0,22,6,3,6,15,6,10
22,No,Travel_Rarely,1260,Human Resources,9,5,Marketing,1,546,2,Female,30,3,1,Laboratory Technician,1.0,Divorced,7826.0,10322,4,Y,Yes,24,3,4,80,3,15,5,3,7,10,9,7
52,No,Travel_Frequently,1175,Sales,21,3,Technical Degree,1,547,1,Male,81,1,3,Research Scientist,4.0,Married,8439.0,13162,2,Y,Yes,14,3,4,80,2,10,3,3,28,7,5,15
40,No,Travel_Rarely,441,Sales,12,2,Marketing,1,548,1,Female,64,3,5,Research Scientist,4.0,Single,12160.0,25244,1,Y,No,14,3,3,80,3,34,4,1,15,8,1,3
46,No,Travel_Rarely,448,Research & Development,5,5,Medical,1,549,2,Male,98,1,1,Manager,2.0,Married,2725.0,26015,8,Y,No,12,3,3,80,0,19,2,3,28,13,8,13
60,No,Travel_Frequently,747,Sales,11,4,Medical,1,550,2,Female,34,4,3,Sales Representative,2.0,Single,7789.0,23774,8,Y,Yes,15,3,2,80,1,36,2,3,30,14,1,16
28,Yes,Travel_Rarely,1472,Research & Development,20,1,Medical,1,551,4,Female,46,2,1,Manager,3.0,Single,4340.0,5440,4,Y,Yes,23,3,2,80,0,40,3,2,21,18,5,10
35,No,Travel_Frequently,750,Research & Development,3,2,Technical Degree,1,552,1,Male,82,4,5,Laboratory Technician,4.0,Single,10090.0,6148,7,Y,No,16,3,2,80,3,4,2,2,9,8,8,2
29,No,Non-Travel,346,Research & Development,21,1,Life Sciences,1,553,2,Male,81,3,4,Healthcare Representative,3.0,Divorced,18771.0,18086,6,Y,No,20,3,2,80,3,35,3,4,3,16,8,3
26,No,Travel_Frequently,210,Research & Development,15,4,Other,1,554,2,Male,43,3,4,Research Director,3.0,Divorced,5284.0,6294,2,Y,No,16,3,2,80,0,12,1,3,24,8,1,12
27,Yes,Travel_Rarely,634,Research & Development,14,3,Medical,1,555,4,Male,58,4,3,Manager,3.0,Single,11565.0,16585,4,Y,No,13,3,1,80,2,16,3,1,12,2,8,16
34,Yes,Travel_Frequently,1215,Research & Development,11,3,Medical,1,556,3,Male,37,1,4,Research Scientist,4.0,Married,14564.0,10621,8,Y,No,22,3,1,80,1,25,1,4,16,15,15,9
55,No,Travel_Rarely,397,Human Resources,20,5,Life Sciences,1,557,2,Female,30,1,5,Sales Representative,,Single,17624.0,16339,3,Y,No,24,3,2,80,1,19,5,4,39,12,7,11
24,No,Travel_Frequently,213,Sales,8,2,Medical,1,558,2,Female,58,1,3,Research Director,3.0,Divorced,11013.0,12629,2,Y,No,19,3,2,80,0,38,4,4,7,16,13,7
30,No,Travel_Rarely,1302,Sales,4,2,Medical,1,559,1,Female,65,2,1,Manufacturing Director,4.0,Married,6431.0,20038,6,Y,Yes,17,3,1,80,2,32,2,3,22,3,6,2
57,No,Travel_Frequently,444,Human Resources,27,5,Other,1,560,4,Male,80,2,2,Sales Executive,3.0,Married,12197.0,9616,7,Y,No,23,3,3,80,2,29,5,4,6,8,12,9
59,No,Travel_Rarely,202,Research & Development,12,1,Medical,1,561,1,Female,66,3,1,Research Scientist,1.0,Married,1256.0,15267,4,Y,No,24,3,1,80,0,15,5,1,31,8,10,6
26,No,Travel_Rarely,730,Sales,8,3,Life Sciences,1,562,3,Female,98,4,5,Manufacturing Director,4.0,Married,14607.0,6258,7,Y,Yes,13,3,2,80,1,6,6,2,23,17,7,9
44,No,Travel_Rarely,129,Research & Development,6,3,Technical Degree,1,563,4,Male,82,4,3,Sales Representative,2.0,Single,14236.0,14532,4,Y,No,14,4,3,80,1,29,6,2,0,13,9,6
19,No,Travel_Frequently,1038,Research & Development,15,2,Other,1,564,1,Male,81,3,1,Research Scientist,2.0,Single,14820.0,25198,8,Y,No,17,3,2,80,1,1,4,3,35,2,7,17
22,Yes,Travel_Rarely,159,Sales,12,2,Medical,1,565,2,Male,41,1,3,Manager,3.0,Single,4750.0,23917,6,Y,No,21,3,4,80,2,11,0,1,26,3,0,13
46,No,Travel_Rarely,398,Research & Development,16,5,Life Sciences,1,566,2,Female,81,2,4,Research Scientist,1.0,Married,17455.0,6946,4,Y,No,18,3,3,80,0,39,0,1,5,0,8,11
54,No,Travel_Frequently,235,Sales,16,4,Life Sciences,1,567,4,Male,30,4,2,Sales Representative,4.0,Divorced,2560.0,25073,8,Y,No,16,3,2,80,2,0,5,1,30,17,5,7
55,No,Travel_Rarely,1456,Human Resources,27,1,Medical,1,568,2,Female,36,3,5,Research Scientist,3.0,Single,7315.0,8807,4,Y,Yes,14,3,1,80,1,2,5,3,11,3,0,6
36,No,Travel_Rarely,350,Sales,21,4,Other,1,569,1,Male,46,1,1,Laboratory Technician,1.0,Single,4014.0,5277,7,Y,No,22,4,2,80,2,7,6,1,25,9,0,4
25,No,Travel_Rarely,1122,Research & Development,20,4,Other,1,570,4,Female,72,1,2,Human Resources,1.0,Divorced,4331.0,10126,3,Y,Yes,12,3,1,80,1,25,4,2,24,3,12,0
18,No,Travel_Rarely,651,Sales,20,2,Life Sciences,1,571,2,Male,46,2,5,Manufacturing Director,4.0,Single,17017.0,16369,8,Y,Yes,20,3,3,80,0,39,3,1,3,16,6,14
39,Yes,Travel_Rarely,1003,Research & Development,28,2,Marketing,1,572,2,Female,88,2,5,Healthcare Representative,2.0,Single,9006.0,20887,5,Y,Yes,18,3,1,80,1,10,3,1,5,7,9,8
34,No,Travel_Rarely,1200,Research & Development,4,2,Medical,1,573,3,Male,32,3,4,Human Resources,2.0,Divorced,13475.0,6392,5,Y,No,11,3,3,80,3,20,2,3,12,18,1,11
24,No,Travel_Rarely,935,Sales,11,4,Life Sciences,1,574,3,Male,58,3,3,Sales Representative,1.0,Married,13525.0,21012,2,Y,Yes,19,3,2,80,3,4,4,4,24,8,5,17
42,No,Travel_Rarely,1293,Research & Development,13,1,Medical,1,575,4,Female,51,1,3,Research Director,2.0,Married,18275.0,7693,2,Y,No,18,3,1,80,0,39,0,4,30,15,12,10
21,Yes,Travel_Frequently,872,Research & Development,29,2,Medical,1,576,3,Female,67,1,2,Laboratory Technician,1.0,Married,1402.0,2097,3,Y,Yes,13,3,3,80,2,25,4,3,21,14,4,9
53,No,Travel_Rarely,1480,Sales,9,3,Medical,1,577,1,Male,83,4,4,Manufacturing Director,1.0,Married,3748.0,15534,0,Y,No,20,3,3,80,2,20,4,3,34,15,4,9
23,Yes,Travel_Rarely,1350,Research & Development,4,1,Life Sciences,1,578,2,Male,79,1,5,Sales Representative,1.0,Single,5176.0,13383,5,Y,No,14,3,3,80,2,8,6,3,20,11,9,17
48,No,Non-Travel,247,Research & Development,12,3,Medical,1,579,2,Male,98,3,4,Manufacturing Director,2.0,Married,14203.0,13134,0,Y,No,20,3,4,80,1,16,2,3,14,17,14,0
36,No,Travel_Rarely,1366,Research & Development,9,1,Life Sciences,1,580,2,Male,59,2,4,Research Scientist,3.0,Married,5240.0,15358,3,Y,No,14,3,3,80,3,36,3,1,2,6,11,10
56,No,Travel_Rarely,994,Research & Development,13,2,Life Sciences,1,581,4,Male,52,3,2,Manager,2.0,Divorced,2410.0,18504,6,Y,No,12,4,2,80,0,1,5,1,36,15,5,1
44,No,Travel_Frequently,445,Research & Development,16,5,Life Sciences,1,582,4,Female,76,4,3,Human Resources,3.0,Divorced,9095.0,7255,5,Y,No,22,3,2,80,2,39,0,4,25,18,13,10
27,No,Non-Travel,1160,Sales,26,2,Other,1,583,3,Female,50,4,4,Research Scientist,2.0,Married,1914.0,3058,7,Y,No,21,3,2,80,2,27,2,3,16,5,10,1
43,Yes,Travel_Frequently,803,Research & Development,6,4,Life Sciences,1,584,2,Male,49,2,4,Sales Executive,4.0,Married,1538.0,18036,3,Y,No,20,3,3,80,0,26,0,3,37,5,15,8
36,Yes,Travel_Frequently,102,Research & Development,10,4,Technical Degree,1,585,2,Male,52,3,4,Research Director,4.0,Single,9020.0,24685,8,Y,Yes,15,3,2,80,1,39,0,1,34,5,7,0
56,No,Travel_Frequently,254,Research & Development,13,1,Life Sciences,1,586,2,Male,97,4,1,Sales Executive,2.0,Single,16010.0,21574,9,Y,No,23,3,3,80,2,0,3,3,40,14,4,5
20,No,Travel_Rarely,530,Research & Development,7,4,Life Sciences,1,587,2,Male,50,3,4,Sales Executive,4.0,Married,5627.0,18549,7,Y,No,22,3,3,80,1,10,5,2,7,1,7,1
30,No,Travel_Frequently,609,Research & Development,28,2,Other,1,588,2,Male,50,4,4,Laboratory Technician,4.0,Married,17965.0,7695,4,Y,No,13,3,3,80,1,38,5,1,10,8,4,14
45,No,Travel_Rarely,1251,Sales,26,3,Life Sciences,1,589,1,Male,30,2,5,Healthcare Representative,4.0,Married,18036.0,16278,5,Y,No,22,3,4,80,1,17,6,2,23,7,9,0
37,No,Non-Travel,592,Sales,19,2,Other,1,590,2,Male,44,4,1,Human Resources,4.0,Married,15917.0,5041,4,Y,No,21,3,1,80,2,26,3,1,7,6,14,17
45,No,Travel_Rarely,446,Sales,24,1,Life Sciences,1,591,1,Male,46,3,4,Research Scientist,3.0,Divorced,8022.0,12601,5,Y,No,11,3,2,80,2,9,2,1,29,15,5,3
25,No,Travel_Rarely,322,Sales,19,4,Life Sciences,1,592,2,Male,80,3,4,Sales Executive,1.0,Divorced,10493.0,14183,0,Y,Yes,12,3,4,80,0,35,1,1,0,14,7,12
58,No,Travel_Rarely,824,Research & Development,17,3,Life Sciences,1,593,4,Male,92,4,2,Sales Executive,3.0,Married,12796.0,8332,3,Y,No,21,3,2,80,0,20,2,4,33,8,1,3
56,No,Travel_Frequently,1150,Sales,13,5,Other,1,594,4,Male,43,1,2,Research Director,1.0,Single,13843.0,22968,8,Y,No,22,3,4,80,1,27,2,4,19,14,6,14
18,No,Travel_Rarely,629,Sales,13,3,Life Sciences,1,595,1,Female,88,2,1,Research Scientist,1.0,Divorced,6614.0,15250,3,Y,Yes,17,3,1,80,2,0,1,1,35,1,2,1
20,No,Travel_Frequently,1307,Sales,26,3,Medical,1,596,2,Female,79,2,5,Human Resources,2.0,Divorced,11686.0,4505,1,Y,Yes,11,4,1,80,1,13,0,1,33,13,8,8
30,No,Travel_Frequently,942,Sales,28,2,Medical,1,597,4,Female,63,4,1,Human Resources,2.0,Single,17947.0,17768,5,Y,No,22,3,1,80,0,19,4,1,33,10,9,11
45,Yes,Travel_Rarely,1167,Sales,21,5,Medical,1,598,4,Male,35,4,1,Research Scientist,2.0,Married,15060.0,10402,1,Y,No,23,3,1,80,1,8,1,1,12,2,6,13
42,No,Travel_Frequently,582,Sales,2,1,Other,1,599,2,Male,78,1,2,Laboratory Technician,2.0,Divorced,11775.0,12497,2,Y,No,23,4,3,80,3,26,4,3,5,1,14,3
50,No,Travel_Frequently,1031,Research & Development,10,1,Medical,1,600,2,Male,35,2,2,Research Scientist,2.0,Married,11425.0,5018,6,Y,No,12,3,2,80,1,3,0,3,35,17,2,14
55,No,Travel_Rarely,973,Research & Development,22,3,Technical Degree,1,601,4,Male,98,1,5,Manager,3.0,Married,16018.0,4931,3,Y,No,24,3,2,80,2,36,1,3,24,13,14,3
23,No,Travel_Rarely,446,Sales,13,3,Life Sciences,1,602,2,Female,36,2,4,Sales Representative,3.0,Single,14883.0,2670,0,Y,Yes,20,3,2,80,1,17,3,4,26,4,7,4
49,No,Travel_Rarely,146,Research & Development,26,4,Life Sciences,1,603,3,Male,80,4,5,Manager,4.0,Married,10194.0,16735,8,Y,Yes,17,3,3,80,1,30,2,2,30,11,9,9
38,No,Travel_Rarely,122,Research & Development,9,5,Life Sciences,1,604,2,Male,30,2,4,Laboratory Technician,3.0,Married,18514.0,11057,5,Y,No,11,3,2,80,2,38,1,1,2,13,1,11
33,No,Travel_Rarely,1195,Sales,1,3,Life Sciences,1,605,4,Male,42,2,3,Laboratory Technician,3.0,Single,17448.0,26385,8,Y,Yes,17,4,1,80,3,9,1,3,27,5,9,11
38,No,Non-Travel,974,Sales,14,4,Life Sciences,1,606,4,Male,72,2,2,Research Scientist,2.0,Married,15669.0,10485,2,Y,No,23,3,2,80,2,8,0,3,3,7,11,7
28,No,Travel_Rarely,149,Research & Development,29,5,Medical,1,607,1,Female,56,1,3,Research Scientist,4.0,Single,9858.0,20233,4,Y,No,18,4,2,80,0,27,3,3,16,6,7,3
54,No,Travel_Frequently,652,Research & Development,16,1,Other,1,608,3,Male,32,1,3,Healthcare Representative,3.0,Married,,10465,8,Y,No,21,3,4,80,3,27,1,1,37,6,6,2
53,No,Travel_Rarely,388,Sales,20,4,Human Resources,1,609,4,Female,87,2,2,Research Director,3.0,Divorced,3618.0,20883,5,Y,No,23,3,3,80,3,12,3,1,33,11,11,0
52,No,Travel_Rarely,1103,Sales,15,5,Life Sciences,1,610,3,Male,46,3,3,Manager,4.0,Married,15684.0,8977,1,Y,No,24,3,1,80,2,17,4,2,19,6,4,17
36,No,Travel_Frequently,1135,Research & Development,1,4,Life Sciences,1,611,2,Female,74,1,1,Human Resources,1.0,Married,4918.0,26641,0,Y,No,12,4,1,80,1,11,1,4,12,11,3,13
37,No,Travel_Frequently,643,Sales,17,3,Human Resources,1,612,4,Male,87,4,4,Healthcare Representative,2.0,Married,17796.0,17752,8,Y,Yes,14,3,1,80,0,7,3,2,4,15,10,16
35,No,Travel_Rarely,857,Sales,24,2,Marketing,1,613,1,Female,85,4,5,Manufacturing Director,3.0,Single,15876.0,8233,0,Y,No,17,3,2,80,0,22,2,1,23,6,9,5
58,No,Travel_Rarely,375,Research & Development,13,1,Other,1,614,4,Male,83,2,2,Human Resources,3.0,Divorced,1803.0,16278,4,Y,No,11,3,1,80,3,4,0,2,37,7,11,5
31,No,Travel_Rarely,1057,Research & Development,27,3,Other,1,615,1,Female,58,4,1,Healthcare Representative,4.0,Single,18954.0,15059,0,Y,Yes,16,3,1,80,0,6,5,3,16,0,13,9
32,No,Travel_Rarely,701,Research & Development,15,3,Marketing,1,616,3,Male,83,1,5,Sales Executive,3.0,Single,16378.0,12587,4,Y,No,15,3,4,80,3,14,3,2,30,12,9,9
48,No,Travel_Rarely,482,Research & Development,16,5,Other,1,617,1,Male,56,3,5,Healthcare Representative,2.0,Married,11842.0,21466,4,Y,No,21,3,2,80,3,2,0,3,27,18,0,2
18,No,Travel_Rarely,1454,Sales,16,4,Life Sciences,1,618,2,Female,74,3,5,Healthcare Representative,3.0,Married,11865.0,24262,6,Y,Yes,16,3,4,80,0,17,5,2,0,0,12,0
20,No,Travel_Rarely,580,Sales,2,1,Medical,1,619,2,Female,60,3,3,Healthcare Representative,1.0,Married,7804.0,3213,6,Y,No,18,4,3,80,3,37,1,3,1,17,3,17
33,No,Travel_Frequently,116,Research & Development,17,3,Other,1,620,2,Male,65,4,3,Research Scientist,2.0,Single,6501.0,4308,9,Y,Yes,21,3,2,80,1,25,1,2,32,6,5,14
40,No,Travel_Rarely,617,Sales,11,5,Life Sciences,1,621,4,Female,90,2,3,Manager,1.0,Divorced,16803.0,10094,0,Y,No,21,3,4,80,3,37,4,4,39,16,14,3
28,Yes,Travel_Rarely,292,Research & Development,8,1,Other,1,622,2,Male,66,4,3,Healthcare Representative,4.0,Married,11158.0,10159,8,Y,No,11,3,3,80,1,32,0,2,28,14,5,17
29,No,Travel_Rarely,1293,Human Resources,20,4,Other,1,623,2,Female,96,2,1,Research Scientist,2.0,Single,6008.0,12197,0,Y,Yes,13,4,4,80,1,20,2,1,3,18,1,9
27,No,Travel_Frequently,722,Human Resources,3,3,Marketing,1,624,4,Female,65,3,3,Research Director,3.0,Married,6206.0,21379,4,Y,Yes,21,3,3,80,1,16,6,1,17,3,8,16
49,No,Travel_Frequently,1262,Sales,29,3,Life Sciences,1,625,3,Male,34,1,2,Manager,2.0,Single,4571.0,3179,6,Y,No,23,3,1,80,0,1,2,3,23,16,12,9
33,No,Travel_Rarely,255,Research & Development,12,3,Marketing,1,626,2,Female,75,4,5,Laboratory Technician,2.0,Married,19087.0,18651,7,Y,No,19,3,1,80,1,24,3,1,31,6,12,3
25,No,Travel_Frequently,1334,Research & Development,20,1,Other,1,627,2,Female,81,1,1,Human Resources,2.0,Married,1864.0,15658,1,Y,No,22,3,2,80,0,40,2,3,8,15,0,4
55,No,Travel_Rarely,373,Research & Development,16,1,Life Sciences,1,628,4,Male,78,3,3,Manufacturing Director,1.0,Divorced,10496.0,5626,0,Y,No,18,4,4,80,2,18,5,4,15,16,3,6
29,No,Travel_Rarely,244,Sales,14,1,Life Sciences,1,629,3,Female,35,2,5,Laboratory Technician,4.0,Single,4630.0,19716,3,Y,No,14,4,4,80,1,37,0,1,20,14,3,7
41,No,Travel_Rarely,1194,Sales,16,1,Medical,1,630,3,Male,39,1,1,Sales Representative,2.0,Single,5215.0,6928,3,Y,Yes,21,3,3,80,3,24,1,1,29,8,1,0
45,No,Travel_Rarely,348,Sales,27,5,Marketing,1,631,3,Female,52,4,5,Research Director,3.0,Single,2047.0,22291,9,Y,No,24,3,2,80,2,38,0,3,2,12,7,7
25,No,Travel_Frequently,1386,Research & Development,21,2,Life Sciences,1,632,4,Female,46,1,1,Sales Representative,2.0,Single,5605.0,14102,5,Y,No,20,3,1,80,2,3,0,4,32,6,10,16
45,Yes,Travel_Frequently,889,Research & Development,17,5,Life Sciences,1,633,1,Male,73,1,4,Sales Executive,2.0,Single,15160.0,15056,0,Y,No,19,3,4,80,1,2,1,4,30,18,1,8
53,Yes,Travel_Rarely,180,Research & Development,11,3,Other,1,634,1,Female,70,4,1,Sales Executive,4.0,Married,5379.0,16555,0,Y,Yes,17,3,3,80,0,33,5,2,13,10,1,15
43,No,Travel_Rarely,724,Research & Development,17,5,Medical,1,635,2,Male,44,2,3,Healthcare Representative,3.0,Single,4456.0,25562,2,Y,No,12,3,1,80,2,9,0,3,5,7,14,8
25,No,Travel_Rarely,626,Sales,19,4,Life Sciences,1,636,2,Male,73,4,5,Research Director,3.0,Married,16912.0,16682,4,Y,No,11,3,1,80,1,26,2,3,4,16,1,15
45,No,Travel_Rarely,873,Research & Development,22,1,Medical,1,637,2,Male,87,3,5,Laboratory Technician,1.0,Married,16335.0,10106,5,Y,Yes,11,4,1,80,2,25,3,4,28,3,14,12
45,No,Travel_Rarely,1039,Sales,1,4,Medical,1,638,1,Male,79,2,5,Research Director,3.0,Single,15065.0,20451,4,Y,No,23,3,3,80,2,26,6,3,36,3,0,4
54,No,Travel_Rarely,1455,Research & Development,27,4,Life Sciences,1,639,4,Female,81,1,2,Laboratory Technician,3.0,Married,6238.0,22260,4,Y,No,13,3,3,80,1,0,3,1,35,17,12,1
58,Yes,Travel_Rarely,1314,Human Resources,12,3,Other,1,640,2,Male,99,4,2,Manufacturing Director,3.0,Single,3250.0,20722,8,Y,Yes,23,3,1,80,3,19,0,1,20,16,4,3
53,Yes,Travel_Rarely,1220,Human Resources,15,1,Life Sciences,1,641,4,Male,97,3,3,Sales Representative,2.0,Married,8827.0,11943,1,Y,No,24,3,3,80,3,24,5,1,11,2,10,11
